[2026-08-05 10:20:52.360] [INFO   ] [JuggManagerCreator] Start Init Jugg by embedded on /Users/radar/Downloads/gitlab127001/bayshier
[2026-08-05 10:20:52.362] [FINE   ] [JuggServer] init finished, version: 3.0.35-release, projectId: bayshier, userName: Easin, requestToken: a9d90c78, serverUrl: http://sickworm.com:12305
[2026-08-05 10:20:52.362] [FINE   ] [JuggServerChooser] isForce=true, update server.
[2026-08-05 10:20:52.363] [FINE   ] [JuggServerChooser] Update server rules: [ServerRule(url=http://wormchen-any1.devcloud.woa.com:12305, checkReachableHost=wormchen-any1.devcloud.woa.com), ServerRule(url=http://sickworm.com:12305, checkReachableHost=null)]
[2026-08-05 10:20:52.363] [FINE   ] [JuggServerChooser] Check server rule: ServerRule(url=http://wormchen-any1.devcloud.woa.com:12305, checkReachableHost=wormchen-any1.devcloud.woa.com)
[2026-08-05 10:20:52.363] [INFO   ] [ConstRefEngine] ConstRefEngine io throttle enabled, fullScan=3000ms/50files, fileChange=500ms/200files, preCompile=0ms/1files, onDemand=0ms/1files
[2026-08-05 10:20:52.364] [FINE   ] [McpLocalServer] start: Server is already running
[2026-08-05 10:20:52.367] [FINE   ] [JuggManager] job <Init Jugg> waiting for TaskRunnerManager lock, thread=ApplicationImpl pooled thread 5
[2026-08-05 10:20:52.367] [FINE   ] [JuggManager] job <Init Jugg> acquired TaskRunnerManager lock, waitCost=0ms
[2026-08-05 10:20:52.367] [FINE   ] [JuggManager] job <Init Jugg> start
[2026-08-05 10:20:52.368] [FINE   ] [AsDeployerCompat] IDE version: IdeVersion(name=Android Studio Quail 3 | 2026.1.3, type=AI, mainVersion=261.26222.65, fullVersion=261.26222.65.2613.15948027)
[2026-08-05 10:20:52.368] [WARNING] [AsDeployerCompat] Bad! IDE version higher than IdeVersion(name=Android Studio Quail, type=AI, mainVersion=261.23567.138, fullVersion=261.23567.138), use this for compat, good luck.
[2026-08-05 10:20:52.369] [FINE   ] [CustomConfigManager] Custom config changed from null to 0_1784859917139, reload it.
[2026-08-05 10:20:52.370] [FINE   ] [CustomConfigManager] Load default custom config: ProjectCustomConfig(servers=null, buildFileList=[], buildFileRules=[], dontFilterIgnoredFileRules=[], moduleCustomConfigs=[], customCompilers=null, embeddedApksSearchRules=null)
[2026-08-05 10:20:52.370] [FINE   ] [FileChangesHandler] updateBuildFileRules: [], doNotIgnoreModulePaths: []
[2026-08-05 10:20:52.370] [FINE   ] [CustomCompilerManager] updateCustomCompilers null
[2026-08-05 10:20:52.371] [FINE   ] [CustomCompilerManager] updateCustomCompilers with null config, exit.
[2026-08-05 10:20:52.371] [FINE   ] [JuggManager] JuggConfigurationType currentList: []
[2026-08-05 10:20:52.371] [FINE   ] [JuggManager] Suggest run configurations: []
